Question ID,NetSuite Module,User Question,Clarification Question,Query ID,Live Lookup Field,SQL Query,Available Options,JSON Status,JSON Row Count,JSON Error,JSON Details,JSON Items,Selector Type
q159,Financial Management,What's our DSO trend?,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q160,Multi-Company,Show intercompany eliminations,Should I include intercompany sales?,intercompany-sales,'yes',"SELECT 'yes' as value, 'Include Intercompany' as display_value FROM DUAL UNION ALL SELECT 'no' as value, 'Exclude Intercompany' as display_value FROM DUAL UNION ALL SELECT 'only' as value, 'Intercompany Only' as display_value FROM DUAL","Exclude Intercompany, Intercompany Only, Include Intercompany",success,3,,,"[{""links"": [], ""display_value"": ""Exclude Intercompany"", ""value"": ""no""}, {""links"": [], ""display_value"": ""Intercompany Only"", ""value"": ""only""}, {""links"": [], ""display_value"": ""Include Intercompany"", ""value"": ""yes""}]",Checkbox Multi-Select
q161,Accounts Receivable,Generate aged receivables report,Which aging view would you like?,aging-view,'summary',"SELECT 'summary' as value, 'Summary by Period' as display_value FROM DUAL UNION ALL SELECT 'detail' as value, 'Detailed by Invoice' as display_value FROM DUAL UNION ALL SELECT 'customer' as value, 'By Customer' as display_value FROM DUAL UNION ALL SELECT 'salesperson' as value, 'By Sales Rep' as display_value FROM DUAL","By Customer, Detailed by Invoice, By Sales Rep, Summary by Period",success,4,,,"[{""links"": [], ""display_value"": ""By Customer"", ""value"": ""customer""}, {""links"": [], ""display_value"": ""Detailed by Invoice"", ""value"": ""detail""}, {""links"": [], ""display_value"": ""By Sales Rep"", ""value"": ""salesperson""}, {""links"": [], ""display_value"": ""Summary by Period"", ""value"": ""summary""}]",Checkbox Multi-Select
q162,Accounts Receivable,List customers with credit balances,How should I handle credit balances?,credit-balances,'include',"SELECT 'include' as value, 'Include Credits' as display_value FROM DUAL UNION ALL SELECT 'exclude' as value, 'Exclude Credits' as display_value FROM DUAL UNION ALL SELECT 'separate' as value, 'Show Separately' as display_value FROM DUAL UNION ALL SELECT 'net' as value, 'Net Against Debits' as display_value FROM DUAL","Exclude Credits, Include Credits, Net Against Debits, Show Separately",success,4,,,"[{""links"": [], ""display_value"": ""Exclude Credits"", ""value"": ""exclude""}, {""links"": [], ""display_value"": ""Include Credits"", ""value"": ""include""}, {""links"": [], ""display_value"": ""Net Against Debits"", ""value"": ""net""}, {""links"": [], ""display_value"": ""Show Separately"", ""value"": ""separate""}]",Radio Buttons
q163,Accounts Receivable,Show overdue invoices by collection status,What dunning/collection status should I filter by?,dunning-status,'not_sent',"SELECT 'not_sent' as value, 'Not Yet Sent' as display_value FROM DUAL UNION ALL SELECT 'sent_1' as value, 'First Notice Sent' as display_value FROM DUAL UNION ALL SELECT 'sent_2' as value, 'Second Notice Sent' as display_value FROM DUAL UNION ALL SELECT 'sent_final' as value, 'Final Notice Sent' as display_value FROM DUAL UNION ALL SELECT 'collections' as value, 'In Collections' as display_value FROM DUAL","In Collections, Not Yet Sent, First Notice Sent, Second Notice Sent, Final Notice Sent",success,5,,,"[{""links"": [], ""display_value"": ""In Collections"", ""value"": ""collections""}, {""links"": [], ""display_value"": ""Not Yet Sent"", ""value"": ""not_sent""}, {""links"": [], ""display_value"": ""First Notice Sent"", ""value"": ""sent_1""}, {""links"": [], ""display_value"": ""Second Notice Sent"", ""value"": ""sent_2""}, {""links"": [], ""display_value"": ""Final Notice Sent"", ""value"": ""sent_final""}]",Radio Buttons
q164,Accounts Payable,Which bills are pending payment?,What payment status are you interested in?,payment-status,'unpaid',"SELECT 'unpaid' as value, 'Unpaid' as display_value FROM DUAL UNION ALL SELECT 'partial' as value, 'Partially Paid' as display_value FROM DUAL UNION ALL SELECT 'paid' as value, 'Fully Paid' as display_value FROM DUAL UNION ALL SELECT 'overdue' as value, 'Overdue' as display_value FROM DUAL UNION ALL SELECT 'disputed' as value, 'Disputed' as display_value FROM DUAL","Disputed, Overdue, Fully Paid, Partially Paid, Unpaid",success,5,,,"[{""links"": [], ""display_value"": ""Disputed"", ""value"": ""disputed""}, {""links"": [], ""display_value"": ""Overdue"", ""value"": ""overdue""}, {""links"": [], ""display_value"": ""Fully Paid"", ""value"": ""paid""}, {""links"": [], ""display_value"": ""Partially Paid"", ""value"": ""partial""}, {""links"": [], ""display_value"": ""Unpaid"", ""value"": ""unpaid""}]",Radio Buttons
q165,Accounts Payable,List our preferred vendors,Should I filter by preferred vendor status?,preferred-vendor,'all',"SELECT 'all' as value, 'All Vendors' as display_value FROM DUAL UNION ALL SELECT 'preferred' as value, 'Preferred Only' as display_value FROM DUAL UNION ALL SELECT 'non_preferred' as value, 'Non-Preferred Only' as display_value FROM DUAL","All Vendors, Non-Preferred Only, Preferred Only",success,3,,,"[{""links"": [], ""display_value"": ""All Vendors"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Non-Preferred Only"", ""value"": ""non_preferred""}, {""links"": [], ""display_value"": ""Preferred Only"", ""value"": ""preferred""}]",Checkbox Multi-Select
q166,Compliance,Show SOX compliance issues,Which compliance aspects should I check?,compliance-aspects,'sox',"SELECT 'sox' as value, 'SOX Compliance' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Compliance' as display_value FROM DUAL UNION ALL SELECT 'regulatory' as value, 'Regulatory Compliance' as display_value FROM DUAL UNION ALL SELECT 'internal' as value, 'Internal Controls' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Compliance Areas' as display_value FROM DUAL","All Compliance Areas, Internal Controls, Regulatory Compliance, SOX Compliance, Tax Compliance",success,5,,,"[{""links"": [], ""display_value"": ""All Compliance Areas"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Internal Controls"", ""value"": ""internal""}, {""links"": [], ""display_value"": ""Regulatory Compliance"", ""value"": ""regulatory""}, {""links"": [], ""display_value"": ""SOX Compliance"", ""value"": ""sox""}, {""links"": [], ""display_value"": ""Tax Compliance"", ""value"": ""tax""}]",Checkbox Multi-Select
q167,Fixed Assets,Track asset acquisitions this year,Which asset events would you like to see?,asset-events,'acquisition',"SELECT 'acquisition' as value, 'Acquisitions' as display_value FROM DUAL UNION ALL SELECT 'depreciation' as value, 'Depreciation' as display_value FROM DUAL UNION ALL SELECT 'revaluation' as value, 'Revaluations' as display_value FROM DUAL UNION ALL SELECT 'disposal' as value, 'Disposals' as display_value FROM DUAL UNION ALL SELECT 'transfer' as value, 'Transfers' as display_value FROM DUAL","Acquisitions, Depreciation, Disposals, Revaluations, Transfers",success,5,,,"[{""links"": [], ""display_value"": ""Acquisitions"", ""value"": ""acquisition""}, {""links"": [], ""display_value"": ""Depreciation"", ""value"": ""depreciation""}, {""links"": [], ""display_value"": ""Disposals"", ""value"": ""disposal""}, {""links"": [], ""display_value"": ""Revaluations"", ""value"": ""revaluation""}, {""links"": [], ""display_value"": ""Transfers"", ""value"": ""transfer""}]",Checkbox Multi-Select
q168,Fixed Assets,List leased vs owned assets,Which asset ownership types should I include?,asset-ownership,'owned',"SELECT 'owned' as value, 'Owned Assets' as display_value FROM DUAL UNION ALL SELECT 'leased' as value, 'Leased Assets' as display_value FROM DUAL UNION ALL SELECT 'rented' as value, 'Rented Assets' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Ownership Types' as display_value FROM DUAL","All Ownership Types, Leased Assets, Owned Assets, Rented Assets",success,4,,,"[{""links"": [], ""display_value"": ""All Ownership Types"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Leased Assets"", ""value"": ""leased""}, {""links"": [], ""display_value"": ""Owned Assets"", ""value"": ""owned""}, {""links"": [], ""display_value"": ""Rented Assets"", ""value"": ""rented""}]",Checkbox Multi-Select
q169,Revenue Management,Show revenue recognition schedule,Which revenue recognition method should I use?,revenue-recognition-method,'immediate',"SELECT 'immediate' as value, 'Immediate Recognition' as display_value FROM DUAL UNION ALL SELECT 'over_time' as value, 'Over Time' as display_value FROM DUAL UNION ALL SELECT 'milestone' as value, 'Milestone-Based' as display_value FROM DUAL UNION ALL SELECT 'percentage' as value, 'Percentage of Completion' as display_value FROM DUAL","Immediate Recognition, Milestone-Based, Over Time, Percentage of Completion",success,4,,,"[{""links"": [], ""display_value"": ""Immediate Recognition"", ""value"": ""immediate""}, {""links"": [], ""display_value"": ""Milestone-Based"", ""value"": ""milestone""}, {""links"": [], ""display_value"": ""Over Time"", ""value"": ""over_time""}, {""links"": [], ""display_value"": ""Percentage of Completion"", ""value"": ""percentage""}]",Checkbox Multi-Select
q170,Revenue Management,Calculate deferred revenue,What recognition pattern applies?,recognition-pattern,'straight_line',"SELECT 'straight_line' as value, 'Straight Line' as display_value FROM DUAL UNION ALL SELECT 'accelerated' as value, 'Accelerated' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom Schedule' as display_value FROM DUAL UNION ALL SELECT 'event_based' as value, 'Event-Based' as display_value FROM DUAL","Accelerated, Custom Schedule, Event-Based, Straight Line",success,4,,,"[{""links"": [], ""display_value"": ""Accelerated"", ""value"": ""accelerated""}, {""links"": [], ""display_value"": ""Custom Schedule"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Event-Based"", ""value"": ""event_based""}, {""links"": [], ""display_value"": ""Straight Line"", ""value"": ""straight_line""}]",Radio Buttons
q171,Financial Management,Generate IFRS vs GAAP comparison,Which accounting standard should I follow?,accounting-standard,'gaap',"SELECT 'gaap' as value, 'US GAAP' as display_value FROM DUAL UNION ALL SELECT 'ifrs' as value, 'IFRS' as display_value FROM DUAL UNION ALL SELECT 'local' as value, 'Local GAAP' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Basis' as display_value FROM DUAL","US GAAP, IFRS, Local GAAP, Tax Basis",success,4,,,"[{""links"": [], ""display_value"": ""US GAAP"", ""value"": ""gaap""}, {""links"": [], ""display_value"": ""IFRS"", ""value"": ""ifrs""}, {""links"": [], ""display_value"": ""Local GAAP"", ""value"": ""local""}, {""links"": [], ""display_value"": ""Tax Basis"", ""value"": ""tax""}]",Checkbox Multi-Select
q172,Revenue Management,Show unbilled performance obligations,How should I handle performance obligations?,performance-obligations,'separate',"SELECT 'separate' as value, 'Separate Each Obligation' as display_value FROM DUAL UNION ALL SELECT 'bundled' as value, 'Bundle Together' as display_value FROM DUAL UNION ALL SELECT 'primary' as value, 'Primary Obligation Only' as display_value FROM DUAL","Bundle Together, Primary Obligation Only, Separate Each Obligation",success,3,,,"[{""links"": [], ""display_value"": ""Bundle Together"", ""value"": ""bundled""}, {""links"": [], ""display_value"": ""Primary Obligation Only"", ""value"": ""primary""}, {""links"": [], ""display_value"": ""Separate Each Obligation"", ""value"": ""separate""}]",Radio Buttons
q173,Revenue Management,Calculate variable revenue components,How should I handle variable consideration?,variable-consideration,'expected_value',"SELECT 'expected_value' as value, 'Expected Value Method' as display_value FROM DUAL UNION ALL SELECT 'most_likely' as value, 'Most Likely Amount' as display_value FROM DUAL UNION ALL SELECT 'conservative' as value, 'Conservative Estimate' as display_value FROM DUAL","Conservative Estimate, Expected Value Method, Most Likely Amount",success,3,,,"[{""links"": [], ""display_value"": ""Conservative Estimate"", ""value"": ""conservative""}, {""links"": [], ""display_value"": ""Expected Value Method"", ""value"": ""expected_value""}, {""links"": [], ""display_value"": ""Most Likely Amount"", ""value"": ""most_likely""}]",Radio Buttons
q174,Revenue Management,List revenue arrangements,Which ARM component do you want to see?,arm-component,'arrangements',"SELECT 'arrangements' as value, 'Revenue Arrangements' as display_value FROM DUAL UNION ALL SELECT 'elements' as value, 'Revenue Elements' as display_value FROM DUAL UNION ALL SELECT 'recognition' as value, 'Recognition Events' as display_value FROM DUAL UNION ALL SELECT 'plans' as value, 'Recognition Plans' as display_value FROM DUAL","Revenue Arrangements, Revenue Elements, Recognition Plans, Recognition Events",success,4,,,"[{""links"": [], ""display_value"": ""Revenue Arrangements"", ""value"": ""arrangements""}, {""links"": [], ""display_value"": ""Revenue Elements"", ""value"": ""elements""}, {""links"": [], ""display_value"": ""Recognition Plans"", ""value"": ""plans""}, {""links"": [], ""display_value"": ""Recognition Events"", ""value"": ""recognition""}]",Checkbox Multi-Select
q175,Revenue Management,Show revenue by recognition trigger,Which recognition trigger type?,recognition-trigger,'delivery',"SELECT 'delivery' as value, 'Upon Delivery' as display_value FROM DUAL UNION ALL SELECT 'acceptance' as value, 'Customer Acceptance' as display_value FROM DUAL UNION ALL SELECT 'billing' as value, 'Upon Billing' as display_value FROM DUAL UNION ALL SELECT 'payment' as value, 'Upon Payment' as display_value FROM DUAL","Customer Acceptance, Upon Billing, Upon Delivery, Upon Payment",success,4,,,"[{""links"": [], ""display_value"": ""Customer Acceptance"", ""value"": ""acceptance""}, {""links"": [], ""display_value"": ""Upon Billing"", ""value"": ""billing""}, {""links"": [], ""display_value"": ""Upon Delivery"", ""value"": ""delivery""}, {""links"": [], ""display_value"": ""Upon Payment"", ""value"": ""payment""}]",Checkbox Multi-Select
q176,Financial Management,Calculate fair value adjustments,Which fair value method should I use?,fair-value-method,'market',"SELECT 'market' as value, 'Market Approach' as display_value FROM DUAL UNION ALL SELECT 'income' as value, 'Income Approach' as display_value FROM DUAL UNION ALL SELECT 'cost' as value, 'Cost Approach' as display_value FROM DUAL UNION ALL SELECT 'hybrid' as value, 'Hybrid Method' as display_value FROM DUAL","Cost Approach, Hybrid Method, Income Approach, Market Approach",success,4,,,"[{""links"": [], ""display_value"": ""Cost Approach"", ""value"": ""cost""}, {""links"": [], ""display_value"": ""Hybrid Method"", ""value"": ""hybrid""}, {""links"": [], ""display_value"": ""Income Approach"", ""value"": ""income""}, {""links"": [], ""display_value"": ""Market Approach"", ""value"": ""market""}]",Checkbox Multi-Select
q177,Financial Management,Generate amortization schedule,Which schedule type do you want?,schedule-type,'amortization',"SELECT 'amortization' as value, 'Amortization Schedule' as display_value FROM DUAL UNION ALL SELECT 'depreciation' as value, 'Depreciation Schedule' as display_value FROM DUAL UNION ALL SELECT 'recognition' as value, 'Recognition Schedule' as display_value FROM DUAL UNION ALL SELECT 'payment' as value, 'Payment Schedule' as display_value FROM DUAL","Amortization Schedule, Depreciation Schedule, Payment Schedule, Recognition Schedule",success,4,,,"[{""links"": [], ""display_value"": ""Amortization Schedule"", ""value"": ""amortization""}, {""links"": [], ""display_value"": ""Depreciation Schedule"", ""value"": ""depreciation""}, {""links"": [], ""display_value"": ""Payment Schedule"", ""value"": ""payment""}, {""links"": [], ""display_value"": ""Recognition Schedule"", ""value"": ""recognition""}]",Checkbox Multi-Select
q178,Multi-Book,Compare book vs tax differences,Which accounting book should I use?,accounting-book,'primary',"SELECT 'primary' as value, 'Primary Book' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Book' as display_value FROM DUAL UNION ALL SELECT 'ifrs' as value, 'IFRS Book' as display_value FROM DUAL UNION ALL SELECT 'statutory' as value, 'Statutory Book' as display_value FROM DUAL","IFRS Book, Primary Book, Statutory Book, Tax Book",success,4,,,"[{""links"": [], ""display_value"": ""IFRS Book"", ""value"": ""ifrs""}, {""links"": [], ""display_value"": ""Primary Book"", ""value"": ""primary""}, {""links"": [], ""display_value"": ""Statutory Book"", ""value"": ""statutory""}, {""links"": [], ""display_value"": ""Tax Book"", ""value"": ""tax""}]",Checkbox Multi-Select
q179,Multi-Book,Show multi-book adjustments,Which book types should I include?,book-types,'primary',"SELECT 'primary' as value, 'Primary Books' as display_value FROM DUAL UNION ALL SELECT 'secondary' as value, 'Secondary Books' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Books' as display_value FROM DUAL","All Books, Primary Books, Secondary Books",success,3,,,"[{""links"": [], ""display_value"": ""All Books"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Primary Books"", ""value"": ""primary""}, {""links"": [], ""display_value"": ""Secondary Books"", ""value"": ""secondary""}]",Checkbox Multi-Select
q180,Multi-Book,List fiscal calendar periods,Which book's calendar should I check?,book-calendar,'fiscal',"SELECT 'fiscal' as value, 'Fiscal Calendar' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Calendar' as display_value FROM DUAL UNION ALL SELECT 'reporting' as value, 'Reporting Calendar' as display_value FROM DUAL","Fiscal Calendar, Reporting Calendar, Tax Calendar",success,3,,,"[{""links"": [], ""display_value"": ""Fiscal Calendar"", ""value"": ""fiscal""}, {""links"": [], ""display_value"": ""Reporting Calendar"", ""value"": ""reporting""}, {""links"": [], ""display_value"": ""Tax Calendar"", ""value"": ""tax""}]",Checkbox Multi-Select
q181,Multi-Book,Show currency exposure by book,Which book's currency settings?,book-currency,'functional',"SELECT 'functional' as value, 'Functional Currency' as display_value FROM DUAL UNION ALL SELECT 'reporting' as value, 'Reporting Currency' as display_value FROM DUAL UNION ALL SELECT 'transaction' as value, 'Transaction Currency' as display_value FROM DUAL","Functional Currency, Reporting Currency, Transaction Currency",success,3,,,"[{""links"": [], ""display_value"": ""Functional Currency"", ""value"": ""functional""}, {""links"": [], ""display_value"": ""Reporting Currency"", ""value"": ""reporting""}, {""links"": [], ""display_value"": ""Transaction Currency"", ""value"": ""transaction""}]",Checkbox Multi-Select
q182,Planning & Budgeting,Compare actual vs budget,Which plan should I compare against?,plan-comparison,'budget',"SELECT 'budget' as value, 'Budget' as display_value FROM DUAL UNION ALL SELECT 'forecast' as value, 'Forecast' as display_value FROM DUAL UNION ALL SELECT 'prior_year' as value, 'Prior Year Actual' as display_value FROM DUAL UNION ALL SELECT 'rolling_forecast' as value, 'Rolling Forecast' as display_value FROM DUAL","Budget, Forecast, Prior Year Actual, Rolling Forecast",success,4,,,"[{""links"": [], ""display_value"": ""Budget"", ""value"": ""budget""}, {""links"": [], ""display_value"": ""Forecast"", ""value"": ""forecast""}, {""links"": [], ""display_value"": ""Prior Year Actual"", ""value"": ""prior_year""}, {""links"": [], ""display_value"": ""Rolling Forecast"", ""value"": ""rolling_forecast""}]",Checkbox Multi-Select
q183,Planning & Budgeting,Show capital budget status,Which budget category?,budget-category,'operating',"SELECT 'operating' as value, 'Operating Budget' as display_value FROM DUAL UNION ALL SELECT 'capital' as value, 'Capital Budget' as display_value FROM DUAL UNION ALL SELECT 'project' as value, 'Project Budget' as display_value FROM DUAL UNION ALL SELECT 'departmental' as value, 'Departmental Budget' as display_value FROM DUAL","Capital Budget, Departmental Budget, Operating Budget, Project Budget",success,4,,,"[{""links"": [], ""display_value"": ""Capital Budget"", ""value"": ""capital""}, {""links"": [], ""display_value"": ""Departmental Budget"", ""value"": ""departmental""}, {""links"": [], ""display_value"": ""Operating Budget"", ""value"": ""operating""}, {""links"": [], ""display_value"": ""Project Budget"", ""value"": ""project""}]",Checkbox Multi-Select
q184,Planning & Budgeting,Generate zero-based budget analysis,Which planning methodology?,planning-methodology,'top_down',"SELECT 'top_down' as value, 'Top-Down Planning' as display_value FROM DUAL UNION ALL SELECT 'bottom_up' as value, 'Bottom-Up Planning' as display_value FROM DUAL UNION ALL SELECT 'zero_based' as value, 'Zero-Based Budgeting' as display_value FROM DUAL UNION ALL SELECT 'incremental' as value, 'Incremental Budgeting' as display_value FROM DUAL","Bottom-Up Planning, Incremental Budgeting, Top-Down Planning, Zero-Based Budgeting",success,4,,,"[{""links"": [], ""display_value"": ""Bottom-Up Planning"", ""value"": ""bottom_up""}, {""links"": [], ""display_value"": ""Incremental Budgeting"", ""value"": ""incremental""}, {""links"": [], ""display_value"": ""Top-Down Planning"", ""value"": ""top_down""}, {""links"": [], ""display_value"": ""Zero-Based Budgeting"", ""value"": ""zero_based""}]",Checkbox Multi-Select
q185,Planning & Budgeting,Compare forecast versions,Which forecast version?,forecast-version,'latest',"SELECT 'latest' as value, 'Latest Forecast' as display_value FROM DUAL UNION ALL SELECT 'approved' as value, 'Approved Forecast' as display_value FROM DUAL UNION ALL SELECT 'working' as value, 'Working Version' as display_value FROM DUAL UNION ALL SELECT 'scenario' as value, 'Scenario Version' as display_value FROM DUAL","Approved Forecast, Latest Forecast, Scenario Version, Working Version",success,4,,,"[{""links"": [], ""display_value"": ""Approved Forecast"", ""value"": ""approved""}, {""links"": [], ""display_value"": ""Latest Forecast"", ""value"": ""latest""}, {""links"": [], ""display_value"": ""Scenario Version"", ""value"": ""scenario""}, {""links"": [], ""display_value"": ""Working Version"", ""value"": ""working""}]",Checkbox Multi-Select
q186,Financial Analysis,Calculate price variance,What should drive the variance calculation?,variance-calculation,'price',"SELECT 'price' as value, 'Price Variance' as display_value FROM DUAL UNION ALL SELECT 'volume' as value, 'Volume Variance' as display_value FROM DUAL UNION ALL SELECT 'mix' as value, 'Mix Variance' as display_value FROM DUAL UNION ALL SELECT 'total' as value, 'Total Variance' as display_value FROM DUAL","Mix Variance, Price Variance, Total Variance, Volume Variance",success,4,,,"[{""links"": [], ""display_value"": ""Mix Variance"", ""value"": ""mix""}, {""links"": [], ""display_value"": ""Price Variance"", ""value"": ""price""}, {""links"": [], ""display_value"": ""Total Variance"", ""value"": ""total""}, {""links"": [], ""display_value"": ""Volume Variance"", ""value"": ""volume""}]",Radio Buttons
q187,Inventory Management,Show matrix item inventory,How should I handle matrix items?,matrix-items,'parent',"SELECT 'parent' as value, 'Parent Item Only' as display_value FROM DUAL UNION ALL SELECT 'children' as value, 'Child Items Only' as display_value FROM DUAL UNION ALL SELECT 'both' as value, 'Parent and Children' as display_value FROM DUAL UNION ALL SELECT 'aggregate' as value, 'Aggregated View' as display_value FROM DUAL","Aggregated View, Parent and Children, Child Items Only, Parent Item Only",success,4,,,"[{""links"": [], ""display_value"": ""Aggregated View"", ""value"": ""aggregate""}, {""links"": [], ""display_value"": ""Parent and Children"", ""value"": ""both""}, {""links"": [], ""display_value"": ""Child Items Only"", ""value"": ""children""}, {""links"": [], ""display_value"": ""Parent Item Only"", ""value"": ""parent""}]",Radio Buttons
q188,Inventory Management,List inventory reservations,Which reservation type?,reservation-type,'hard',"SELECT 'hard' as value, 'Hard Reservations' as display_value FROM DUAL UNION ALL SELECT 'soft' as value, 'Soft Reservations' as display_value FROM DUAL UNION ALL SELECT 'both' as value, 'All Reservations' as display_value FROM DUAL","All Reservations, Hard Reservations, Soft Reservations",success,3,,,"[{""links"": [], ""display_value"": ""All Reservations"", ""value"": ""both""}, {""links"": [], ""display_value"": ""Hard Reservations"", ""value"": ""hard""}, {""links"": [], ""display_value"": ""Soft Reservations"", ""value"": ""soft""}]",Checkbox Multi-Select
q189,Inventory Management,Track goods in transit,Which transit status?,transit-status,'in_transit',"SELECT 'in_transit' as value, 'In Transit' as display_value FROM DUAL UNION ALL SELECT 'received' as value, 'Received' as display_value FROM DUAL UNION ALL SELECT 'pending' as value, 'Pending Receipt' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Statuses' as display_value FROM DUAL","All Statuses, In Transit, Pending Receipt, Received",success,4,,,"[{""links"": [], ""display_value"": ""All Statuses"", ""value"": ""all""}, {""links"": [], ""display_value"": ""In Transit"", ""value"": ""in_transit""}, {""links"": [], ""display_value"": ""Pending Receipt"", ""value"": ""pending""}, {""links"": [], ""display_value"": ""Received"", ""value"": ""received""}]",Checkbox Multi-Select
q190,Inventory Management,Show reorder points,Which stock level metric?,stock-level-metric,'minimum',"SELECT 'minimum' as value, 'Minimum Level' as display_value FROM DUAL UNION ALL SELECT 'maximum' as value, 'Maximum Level' as display_value FROM DUAL UNION ALL SELECT 'reorder' as value, 'Reorder Point' as display_value FROM DUAL UNION ALL SELECT 'safety' as value, 'Safety Stock' as display_value FROM DUAL","Maximum Level, Minimum Level, Reorder Point, Safety Stock",success,4,,,"[{""links"": [], ""display_value"": ""Maximum Level"", ""value"": ""maximum""}, {""links"": [], ""display_value"": ""Minimum Level"", ""value"": ""minimum""}, {""links"": [], ""display_value"": ""Reorder Point"", ""value"": ""reorder""}, {""links"": [], ""display_value"": ""Safety Stock"", ""value"": ""safety""}]",Checkbox Multi-Select
q191,Manufacturing,Check BOM components availability,How should I check components?,component-check,'all_levels',"SELECT 'all_levels' as value, 'All BOM Levels' as display_value FROM DUAL UNION ALL SELECT 'first_level' as value, 'First Level Only' as display_value FROM DUAL UNION ALL SELECT 'critical' as value, 'Critical Components' as display_value FROM DUAL","All BOM Levels, Critical Components, First Level Only",success,3,,,"[{""links"": [], ""display_value"": ""All BOM Levels"", ""value"": ""all_levels""}, {""links"": [], ""display_value"": ""Critical Components"", ""value"": ""critical""}, {""links"": [], ""display_value"": ""First Level Only"", ""value"": ""first_level""}]",Checkbox Multi-Select
q192,Manufacturing,Show work center capacity,Which operation/work center?,work-center,'assembly',"SELECT 'assembly' as value, 'Assembly Center' as display_value FROM DUAL UNION ALL SELECT 'packaging' as value, 'Packaging Center' as display_value FROM DUAL UNION ALL SELECT 'quality' as value, 'Quality Control' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Work Centers' as display_value FROM DUAL","All Work Centers, Assembly Center, Packaging Center, Quality Control",success,4,,,"[{""links"": [], ""display_value"": ""All Work Centers"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Assembly Center"", ""value"": ""assembly""}, {""links"": [], ""display_value"": ""Packaging Center"", ""value"": ""packaging""}, {""links"": [], ""display_value"": ""Quality Control"", ""value"": ""quality""}]",Checkbox Multi-Select
q193,Manufacturing,Calculate manufacturing yield,How should I calculate yield?,yield-calculation,'standard',"SELECT 'standard' as value, 'Standard Yield' as display_value FROM DUAL UNION ALL SELECT 'actual' as value, 'Actual Yield' as display_value FROM DUAL UNION ALL SELECT 'expected' as value, 'Expected Yield' as display_value FROM DUAL","Actual Yield, Expected Yield, Standard Yield",success,3,,,"[{""links"": [], ""display_value"": ""Actual Yield"", ""value"": ""actual""}, {""links"": [], ""display_value"": ""Expected Yield"", ""value"": ""expected""}, {""links"": [], ""display_value"": ""Standard Yield"", ""value"": ""standard""}]",Radio Buttons
q194,Manufacturing,Compare BOM versions,Which BOM version?,bom-version,'current',"SELECT 'current' as value, 'Current Version' as display_value FROM DUAL UNION ALL SELECT 'pending' as value, 'Pending Version' as display_value FROM DUAL UNION ALL SELECT 'historical' as value, 'Historical Version' as display_value FROM DUAL","Current Version, Historical Version, Pending Version",success,3,,,"[{""links"": [], ""display_value"": ""Current Version"", ""value"": ""current""}, {""links"": [], ""display_value"": ""Historical Version"", ""value"": ""historical""}, {""links"": [], ""display_value"": ""Pending Version"", ""value"": ""pending""}]",Checkbox Multi-Select
q195,Manufacturing,List custom assemblies,Which assembly classification?,assembly-classification,'build',"SELECT 'build' as value, 'Build Assemblies' as display_value FROM DUAL UNION ALL SELECT 'stock' as value, 'Stock Assemblies' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom Assemblies' as display_value FROM DUAL","Build Assemblies, Custom Assemblies, Stock Assemblies",success,3,,,"[{""links"": [], ""display_value"": ""Build Assemblies"", ""value"": ""build""}, {""links"": [], ""display_value"": ""Custom Assemblies"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Stock Assemblies"", ""value"": ""stock""}]",Checkbox Multi-Select
